Grade Level Range,Math Topic,Specific Objective,Written Story,Video,Lesson Plan,BWE Topic
2nd-4th,Measurement & Geometry,Perimeter,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKWndYTW9IQXlQUms"",""Johnfreeco and Freedom"")","=HYPERLINK(""https://vimeo.com/199183701"",""I am Johnfreeco"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKd25tOW9CdWJrbGc"",""Framing the Truth"")",Storytelling
2nd-4th,Measurement & Geometry,Picture graphs,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKbzJvc3RZNlNPYWM"",""I am Shah Reh"")","=HYPERLINK(""https://vimeo.com/199183718"",""I am Shah Reh"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKLWYzTEFZbDkyVFk"",""Shaping Stories"")",Storytelling
2nd-4th,Measurement & Geometry,Bar graphs,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKbzJvc3RZNlNPYWM"",""I am Shah Reh"")","=HYPERLINK(""https://vimeo.com/199183718"",""I am Shah Reh"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKLWYzTEFZbDkyVFk"",""Shaping Stories"")",Storytelling
2nd - 4th,Measurement & Geometry,Bar graphs,"=HYPERLINK(""https://drive.google.com/file/d/0B8yLLWsIbGC-TGNCUEF5OGxDWFE/view"",""Annie Encourages Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1gS2o2vJebF3ETOcVrOjEOXN_zMKQPzh8LBkoH6B-aP8/edit?usp=sharing"",""Bringing Out Values"")",Education
2nd-4th,Measurement & Geometry,Quadrilaterals,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKTTl3MmlJZzlpZFE"",""Shah Reh and Loyalty"")","=HYPERLINK(""https://vimeo.com/199183718"",""I am Shah Reh"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKRGRqODM0dlpHVGc"",""What's Your Reason"")",Leadership
2nd-4th,Multiples and Factors,Find multiples of a given number.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiples and Factors,Find common multiples of any 2 given numbers.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiples and Factors,Find common multiples of any 3 given numbers.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiples and Factors,Find factors of a 2 digit number using multiple strategies,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiples and Factors,Find common factors between any 2 given numbers.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiples and Factors,Solve word problems based on the concept of factors and multiples,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uc2ZNaldublZ5SUU"",""Sajid Plays Music"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")",Coming soon,Music
2nd-4th,Multiplication,Create multiplication tables,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byQld0MU5JVEZ1ZDg"",""I Am Mrs. N"")","=HYPERLINK(""https://vimeo.com/140941205"",""I Am Mrs N // Teaching & Transformation"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_ubDhnUUtzam1KV1k/view"",""Teacher Empathy"")",Teaching
2nd-4th,Multiplication,Solve multidigit multiplication problems,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ucGNEUnZtQ0l4VlE"",""I Am Shantanu"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")",Coming soon,Humanity
2nd-4th,Multiplication,Multiplying two digits with one digit,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5bySDBvYmh1N0EtRkE"",""Sastha The Salesman"")","=HYPERLINK(""https://vimeo.com/140051959"",""I Am Sastha // Sales & Solar"")",Coming soon,Business
2nd-4th,Multiplication & Division,Properties of multiplication,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1VThxYjk1TmZuclE/view"",""I am Reginah"")","=HYPERLINK(""https://vimeo.com/197634191"",""I am Reginah"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1OHdSdk54YThFWlE/view?usp=sharing"",""It's My Norm"")",Humanity
2nd-4th,Multiplication & Division,Two-step word problems,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1VThxYjk1TmZuclE/view"",""I am Reginah"")","=HYPERLINK(""https://vimeo.com/197634191"",""I am Reginah"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1OHdSdk54YThFWlE/view?usp=sharing"",""It's My Norm"")",Humanity
2nd-4th,Multiplication & Division,Multiplying by tens,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1d2tBMVh5dnJiX28/view"",""Reginah Collects Water"")","=HYPERLINK(""https://vimeo.com/197634191"",""I am Reginah"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1MXp1TEdmYUNpV2s/view?usp=sharing"",""Water Walks"")",Water
2nd-4th,Multiplication & Division,Multiplication table,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1MTVuVkhUamxiR3M/view"",""Mario Repurposes Bikes"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1T1JFOF9ZUjhORGc/view?usp=sharing"",""Creative Design"")","Stuff, Energy, Business"
2nd-4th,Multiplication & Division,Division facts,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1MTVuVkhUamxiR3M/view"",""Mario Repurposes Bikes"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1T1JFOF9ZUjhORGc/view?usp=sharing"",""Creative Design"")","Stuff, Energy, Business"
2nd-4th,Multiplication & Division,Relating multiplication and division,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1MTVuVkhUamxiR3M/view"",""Mario Repurposes Bikes"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1T1JFOF9ZUjhORGc/view?usp=sharing"",""Creative Design"")","Stuff, Energy, Business"
2nd-4th,Multiplication & Division,Relating multiplication and division,"=HYPERLINK(""https://docs.google.com/document/d/1-Z69PwjDuZSDarA9lX-TWJvNYX13E-COjnHQ-Vcfs8Q/edit?usp=sharing"",""I am Reginah"")","=HYPERLINK(""https://vimeo.com/197634191"",""I am Reginah"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1OHdSdk54YThFWlE/view?usp=sharing"",""It's My Norm"")",Humanity
2nd-4th,Multiplication & Division,Multiplying by tens,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1VDNEVW5MWUsxenc/view"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1anNoR2NYbG5zVXM/view?usp=sharing"",""Our Day-to-Day"")","Humanity, Stuff"
2nd-4th,Multiplication & Division,Multiplication facts,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1VVJNT0hDbnVKT2c/view?usp=sharing"",""I am James"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1T2hoekU0LVA3NDg/view?usp=sharing"",""Positive Attitude"")",Humanity
2nd-4th,Multiplication & Division,Two-step word problems,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1b1FMWHRpNEpTbFk/view?usp=sharing"",""James as a Safari Guide"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1YmotYlJHNFRNRTQ/view?usp=sharing"",""I am Me"")",Humanity
2nd-4th,Multiplication & division,Multiplication facts,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1ckw5QlVZdE0wZFk/view?usp=sharing"",""James Knows the Maaasai Mara"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1aGVJZ0d2a0o3MnM/view?usp=sharing"",""Circle of Life"")",Universe
2nd-4th,Multiplication & Division,Multiplication table,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1ckw5QlVZdE0wZFk/view?usp=sharing"",""James Knows the Maaasai Mara"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1aGVJZ0d2a0o3MnM/view?usp=sharing"",""Circle of Life"")",Universe
2nd-4th,Multiplication & Division,Multiplying by tens,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1ckw5QlVZdE0wZFk/view?usp=sharing"",""James Knows the Maaasai Mara"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1aGVJZ0d2a0o3MnM/view?usp=sharing"",""Circle of Life"")",Universe
2nd-4th,Multiplication & Division,Multiplication table,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1Vmk1R0M4Z25wZTg/view?usp=sharing"",""Daniel Promotes Solar"")","=HYPERLINK(""https://vimeo.com/betterworlded/daniel"",""I am Daniel"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1YmluUmFWVFBrVlU/view?usp=sharing"",""A Growth Mindset"")","Energy, Leadership, Business"
2nd-4th,Multiplication & Division,Patterns in arithmetic,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1Vmk1R0M4Z25wZTg/view?usp=sharing"",""Daniel Promotes Solar"")","=HYPERLINK(""https://vimeo.com/betterworlded/daniel"",""I am Daniel"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1YmluUmFWVFBrVlU/view?usp=sharing"",""A Growth Mindset"")","Energy, Leadership, Business"
2nd-4th,Multiplication & Division,Patterns in Arithmetic,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKUUVORGJDckxRX28"",""Diana Values Education"")","=HYPERLINK(""https://vimeo.com/199112379"",""I am Diana"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKV1FNek80R1NScXc"",""It's Not That Simple"")",Education
2nd-4th,Multiplication & Division,Properties of multiplication,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKUUVORGJDckxRX28"",""Diana Values Education"")","=HYPERLINK(""https://vimeo.com/199112379"",""I am Diana"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKV1FNek80R1NScXc"",""It's Not That Simple"")",Education
2nd-4th,Multiplication & Division,Patterns in arithmetic ,"=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKbzJvc3RZNlNPYWM"",""I am Shah Reh"")","=HYPERLINK(""https://vimeo.com/199183718"",""I am Shah Reh"")","=HYPERLINK(""https://drive.google.com/open?id=0B1-BHXf-oGuKLWYzTEFZbDkyVFk"",""Shaping Stories"")",Storytelling
2nd-4th,Multiplication & Division,Division facts,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1VThxYjk1TmZuclE/view"",""I am Reginah"")","=HYPERLINK(""https://vimeo.com/197634191"",""I am Reginah"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1OHdSdk54YThFWlE/view?usp=sharing"",""It's My Norm"")",Humanity
2nd-4th,Patterns,Modify basic shapes to create different tiling patterns.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uWWZJc1lydzJGNTA"",""I Am Yuvaraaj"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")","=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ubmJvRmIxTzNpNGs"",""Every Smile Counts"")",Humanity
2nd-4th,Percentage,Solve word problems to determine percentage decrease,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uWWZJc1lydzJGNTA"",""I Am Yuvaraaj"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")","=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ubmJvRmIxTzNpNGs"",""Every Smile Counts"")",Humanity
2nd-4th,Percentage,Apply percentages to solve word problems,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uSUwxUlhQWjExc00"",""Shantanu Builds A Community"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_uMHpIa1NUbG56cDQ/view"",""Better Together"")",Humanity
2nd-4th,Percentage,Solve word problems to determine percentage increase,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_udmRXcFp5aTMzdTQ"",""Yuvaraaj Runs A Business"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")","=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uYjF2alNCSm1Gb28"",""Better World Business"")",Business
2nd-4th,Place value and rounding,Rounding,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1b1FMWHRpNEpTbFk/view?usp=sharing"",""James as a Safari Guide"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1YmotYlJHNFRNRTQ/view?usp=sharing"",""I am Me"")",Humanity
2nd-4th,Place value and rounding,Rounding,"=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1ckw5QlVZdE0wZFk/view?usp=sharing"",""James Knows the Maaasai Mara"")","=HYPERLINK(""https://vimeo.com/betterworlded/james"",""I am James"")","=HYPERLINK(""https://drive.google.com/file/d/0B-03BDwcfBF1aGVJZ0d2a0o3MnM/view?usp=sharing"",""Circle of Life"")",Universe
2nd-4th,Place value and rounding,Rounding,"=HYPERLINK(""https://drive.google.com/file/d/0B8yLLWsIbGC-clRha1RpdXVjUnZiM0RMN1J4WWIxZzdzZ3Rv/view"",""David Connects with Others"")","=HYPERLINK(""https://vimeo.com/185413649"","" I am David"")","=HYPERLINK(""https://drive.google.com/file/d/0B1-BHXf-oGuKVWhxRkwxNkw1N2c/view"",""Learning by Teaching"")",Education
2nd-4th,Probability,Construct probability tree for a situation. Calculate likelihood of different occurences,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byclRIc3ZpUXUwNHM"",""I Am Monica"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Probability,Simluate random trials and develop probability models,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byWkNERTVGTGp1eVE"",""Monica Leads"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Leadership
2nd-4th,Rates and Ratio,Solve word problems involving rates,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ucGhkV2Z5aVFvMjA"",""Ghani Goes Organic"")","=HYPERLINK(""https://vimeo.com/136279111"",""I Am Ghani // Farming & Family"")","=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uV1ozLXYxVDBOeFU"",""Food for Thought"")",Food
2nd-4th,Rates and Ratio,Identify and compare ratios,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byYi1nN0dIRnp4R00"",""Mrs. N Loves To Teach"")","=HYPERLINK(""https://vimeo.com/140941205"",""I Am Mrs N // Teaching & Transformation"")",Coming soon,Teaching
2nd-4th,Shapes,"Compare circles and calculate area, radius, diameter of circles","=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byTHotZkFGU1ZxUms"",""Monica Loves Learning"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Shapes,"Identify 2D and 3D shapes, calculate (surface) area, volume","=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byTHotZkFGU1ZxUms"",""Monica Loves Learning"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Statistics,"From data set describe distributions (median, mean, interquartile range, outliers)","=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byNlB3bWlnLUMzZ3c"",""Kavitha Quilts With Baby"")","=HYPERLINK(""https://vimeo.com/140413594"",""I Am Baby"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_uSkNWSzdXX1ZhNUU/view"",""Coining Solutions"")",Business
2nd-4th,Subtraction,"One, two and three digit subtraction problems","=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byLVYyOVdTeklsTmM"",""I Am Sastha"")","=HYPERLINK(""https://vimeo.com/140051959"",""I Am Sastha // Sales & Solar"")",Coming soon,Humanity
2nd-4th,Subtraction,Basic subtraction (within 20),"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uSUwxUlhQWjExc00"",""Shantanu Builds A Community"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_uMHpIa1NUbG56cDQ/view"",""Better Together"")",Humanity
2nd-4th,Symmetry,Identify the line of symmetry for any given shape,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uZVdLQzNZd1J5WE0"",""Jamal Meets Yuvaraaj"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")",Coming soon,Business
2nd-4th,Symmetry,Draw a line of symmetry for any given shape,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uZVdLQzNZd1J5WE0"",""Jamal Meets Yuvaraaj"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")",Coming soon,Business
2nd-4th,Symmetry,Differentiate between symmetric and asymmetric figures,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uZVdLQzNZd1J5WE0"",""Jamal Meets Yuvaraaj"")","=HYPERLINK(""https://vimeo.com/137068786"",""I Am Yuvaraaj // Rice & Rhymes"")",Coming soon,Business
2nd-4th,Tables and graphs,Represent data in bar graphs and pie charts,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uOHA3c2xzZkdBd2M"",""Abhijit meets Sajid"")","=HYPERLINK(""https://vimeo.com/137166585"",""I Am Sajid // Dharavi & Drums"")","=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ubTY3dWktMnNUTDg"",""What is Leadership?"")",Leadership
2nd-4th,Tables and graphs,Creating Venn Diagrams,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byeGJSSUxMSzZlNUE"",""I Am Baby"")","=HYPERLINK(""https://vimeo.com/140413594"",""I Am Baby"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_uWVBUN3ZfMll4Wlk/view"",""Attitude of Gratitude"")",Humanity
2nd-4th,Tables and graphs,Interpret data and construct line graph,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byLVYyOVdTeklsTmM"",""I Am Sastha"")","=HYPERLINK(""https://vimeo.com/140051959"",""I Am Sastha // Sales & Solar"")",Coming soon,Humanity
2nd-4th,Tables and graphs,Interpret data in tables ,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5bySDBvYmh1N0EtRkE"",""Sastha The Salesman"")","=HYPERLINK(""https://vimeo.com/140051959"",""I Am Sastha // Sales & Solar"")",Coming soon,Business
2nd-4th,Tables and graphs,Derive and graph y=mx function (can also explore non linear functions),"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5bySDBvYmh1N0EtRkE"",""Sastha The Salesman"")","=HYPERLINK(""https://vimeo.com/140051959"",""I Am Sastha // Sales & Solar"")",Coming soon,Business
2nd-4th,Time,Word problems related to time,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byMzduanhoQzMwUUk"",""I Am Touhid"")","=HYPERLINK(""https://vimeo.com/143534387"",""I am Touhid"")",Coming soon,Education
2nd-4th,Time,Estimate time take to complete tasks,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byaXc2MXVQRkc0VnM"",""Mrs. P Learns With Mrs. N"")","=HYPERLINK(""https://vimeo.com/140941205"",""I Am Mrs N // Teaching & Transformation"")",Coming soon,Teaching
2nd-4th,Time,Calculations involving time,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byaXc2MXVQRkc0VnM"",""Mrs. P Learns With Mrs. N"")","=HYPERLINK(""https://vimeo.com/140941205"",""I Am Mrs N // Teaching & Transformation"")",Coming soon,Teaching
2nd-4th,Volume,Multiplication and addition word problems involving volume,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byRWZwRHptZmk0eU0"",""Baby And Her Health"")","=HYPERLINK(""https://vimeo.com/140413594"",""I Am Baby"")",Coming soon,Health
2nd-4th,Volume,Calculate volume of objects (cylinders),"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byclRIc3ZpUXUwNHM"",""I Am Monica"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Volume,Create different shapes of same volume,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byclRIc3ZpUXUwNHM"",""I Am Monica"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Volume,Solve real life problems related to volume using all operations,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ucGNEUnZtQ0l4VlE"",""I Am Shantanu"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")",Coming soon,Humanity
2nd-4th,Volume,Identify relationships [conversions] between units of measurement of volume and convert l to to ml.,"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_ucGNEUnZtQ0l4VlE"",""I Am Shantanu"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")",Coming soon,Humanity
2nd-4th,Volume,Solve word porblems related to volume (division and fractions),"=HYPERLINK(""https://drive.google.com/open?id=0B3wl5qjmTQ_uWDZScWZ2a2VxekE"",""Shantanu Sells Tea"")","=HYPERLINK(""https://vimeo.com/137697918"",""I Am Shantanu // Chai & Community"")","=HYPERLINK(""https://drive.google.com/file/d/0B3wl5qjmTQ_uWHAzZGFYd3c0cmM/view"",""Junk Re-Thunk"")",Business
2nd-4th,Weight,Calculate and compare weights of objects,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byclRIc3ZpUXUwNHM"",""I Am Monica"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
2nd-4th,Weight,Convert kg to g,"=HYPERLINK(""https://drive.google.com/open?id=0B9q-Bz2y-5byclRIc3ZpUXUwNHM"",""I Am Monica"")","=HYPERLINK(""https://vimeo.com/141896885"",""I Am Monica"")",Coming soon,Education
3rd - 5th,Addition & subtraction,Adding multi-digit numbers,"=HYPERLINK(""https://docs.google.com/document/d/1N91ns_E1mYM6DaiThulUHyBy-NMojn_NUPWlBbMYWLw/edit?usp=sharing"",""I am Chetan "")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1u9AgXMPNOlDKptps4lHDT0U41t2MRMx3hERGdMrs89E/edit?usp=sharing"",""It's a Wonderful Life"")",Humanity
3rd - 5th,Addition & subtraction,Subtracting multi-digit numbers,"=HYPERLINK(""https://docs.google.com/document/d/1N91ns_E1mYM6DaiThulUHyBy-NMojn_NUPWlBbMYWLw/edit?usp=sharing"",""I am Chetan "")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1u9AgXMPNOlDKptps4lHDT0U41t2MRMx3hERGdMrs89E/edit?usp=sharing"",""It's a Wonderful Life"")",Humanity
3rd - 5th,Addition & subtraction,Adding multi-digit numbers,"=HYPERLINK(""https://docs.google.com/document/d/1YmBprdtQ84qolXno8AObUcSjl8bt_PQ0RuF2WJobJ2U/edit?usp=sharing"",""I am Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1FfOBCouZFRC9UW-BOCx28T38-DuxDRAKODU88Uepsgs/edit?usp=sharing"",""Educational Design"")","Education, Money"
3rd - 5th,Addition & subtraction,Subtracting multi-digit numbers,"=HYPERLINK(""https://docs.google.com/document/d/1YmBprdtQ84qolXno8AObUcSjl8bt_PQ0RuF2WJobJ2U/edit?usp=sharing"",""I am Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1FfOBCouZFRC9UW-BOCx28T38-DuxDRAKODU88Uepsgs/edit?usp=sharing"",""Educational Design"")","Education, Money"
3rd - 5th,Multiplication & division,"Multiplication by 10s, 100s, 1000s","=HYPERLINK(""https://docs.google.com/document/d/18Mrjj_Oh-Ha_-6OmLAq77_TbmwPueGUNg4Aypv3nrI0/edit?usp=sharing"",""Maria Impacts her Community"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1To-Eqi_BQetJ1u3UwDIep2-KfpSS2gKCUu_-Wet8BP8/edit?usp=sharing"",""Contemplating Community"")","Humanity, Business"
3rd - 5th,Multiplication & division,"Multiplication by 10s, 100s, 1000s","=HYPERLINK(""https://docs.google.com/document/d/1I23wEsIrAOY9QB1M8Gx_mi582qwOCYn-czc0MsTsb2c/edit?usp=sharing"",""Sudhir Works with Manasi"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1EIRm-84skIos0nSRGffA6RPMjPwuETI1sngucx-vyzw/edit?usp=sharing"",""Garbage Island"")","Universe, Stuff"
